model,dataset,filename,runtime_sec,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
OmniAnomaly,MSL,013_MSL_id_12_Sensor_tr_554_1st_1200.csv,5.2,0.011869222132602754,0.4681095592363841,0.06464345000194761,0.7534309790696051,0.0,0.0,0.0,0.0,0.6972483941359692
OmniAnomaly,MSL,014_MSL_id_13_Sensor_tr_1525_1st_4575.csv,16.28,0.08797772323148735,0.6990187046303737,0.12497088251176611,0.8058477120885743,0.06572769953051644,0.9354005167958657,0.35897435897435864,0.0605983908883754,0.8589920897699093
OmniAnomaly,MSL,015_MSL_id_14_Sensor_tr_575_1st_1250.csv,6.4,0.11900902208709373,0.3969635016146644,0.12119902806597843,0.4018106765590489,0.025157232704402517,0.9788617886178862,0.3809523809523806,0.17043984938231027,0.7763003719113805
OmniAnomaly,MSL,016_MSL_id_15_Sensor_tr_500_1st_780.csv,6.67,0.2003050547443088,0.5837870209059234,0.20622399580602338,0.5971978152843482,0.07352941176470588,0.9218106995884774,0.3448275862068963,0.08467538840698395,0.7745859357219372
OmniAnomaly,MSL,017_MSL_id_16_Sensor_tr_512_1st_1850.csv,2.13,0.24277126867450383,0.851692358654631,0.2941428702471563,0.8718679148849999,0.03980099502487562,0.9576719576719577,0.33333333333333304,0.1300055054635345,0.7027950798524879
OmniAnomaly,MITDB,019_MITDB_id_1_Medical_tr_37500_1st_103211.csv,368.13,0.18097192141421023,0.6202600987032424,0.18062976006681436,0.6217612405310697,0.06927200256562972,0.9379803936392732,0.380568839667757,0.16192220310572672,0.7957888002207386
OmniAnomaly,MITDB,020_MITDB_id_2_Medical_tr_50000_1st_52315.csv,537.67,0.01728695552346495,0.6034187025383746,0.0038789409671262085,0.6280959913505489,0.009715275105809927,0.09632900910847364,0.010178373475763367,0.0016063885072871594,0.6251066815368602
OmniAnomaly,MITDB,021_MITDB_id_3_Medical_tr_50000_1st_57595.csv,570.38,0.016685860459141433,0.4473075665877484,0.019187053531941986,0.5074428672319216,0.024559662614735796,0.7123221216041398,0.05271565495207661,0.0019503805441071522,0.6832127836302424
OmniAnomaly,MITDB,022_MITDB_id_4_Medical_tr_50000_1st_54253.csv,499.45,0.04688915223034356,0.5013025132539288,0.04860808948237885,0.5271524199521338,0.02591481703659268,0.664014290354011,0.053712753535440846,0.0035177168100806963,0.5665132545745035
OmniAnomaly,MITDB,024_MITDB_id_6_Medical_tr_50000_1st_58118.csv,488.45,0.1265736860399625,0.6859023314961105,0.01331828521195431,0.71706557600881,0.027563395810363836,0.17959806664970746,0.030075187969924776,0.0035118496433478126,0.6720893547130723
OmniAnomaly,MITDB,025_MITDB_id_7_Medical_tr_37500_1st_88864.csv,374.97,0.15013974174710337,0.8118992690573953,0.14286726180022333,0.8448488743622032,0.21160853722019782,0.699536292230529,0.33867944178296155,0.008127524194357593,0.8149453757027862
OmniAnomaly,MITDB,026_MITDB_id_8_Medical_tr_30495_1st_30595.csv,315.38,0.11113310373582908,0.5776415674341041,0.103716247243027,0.5805025483635983,0.07339553293751767,0.8700107785424094,0.24877815045519863,0.0027192168330595424,0.7211738776328419
OmniAnomaly,MITDB,027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,239.93,0.0072593815474568555,0.6126691391276188,0.009640318870445305,0.6686134022070146,0.0015438054805094559,0.2865651886168101,0.00185185185185185,0.008509490461766406,0.6766725861269335
OmniAnomaly,MITDB,029_MITDB_id_11_Medical_tr_50000_1st_518037.csv,524.34,0.3651300719394021,0.8219776968539193,0.1103055737311898,0.8436829868353796,0.16797507788161994,0.3845731238325459,0.19398474600661944,0.001165593926364194,0.8632788832623818
OmniAnomaly,MITDB,030_MITDB_id_12_Medical_tr_50000_1st_84572.csv,557.65,0.04734312924142171,0.5361467435884614,0.05278528219611083,0.5746806123756867,0.03842849659507595,0.7276804523029669,0.08385533354670559,0.0014591828764493452,0.6868484292492028
OmniAnomaly,MITDB,031_MITDB_id_13_Medical_tr_50000_1st_79433.csv,553.79,0.023113546863910754,0.49660924498617476,0.02939156737965245,0.5882196836271225,0.024279210925644917,0.6685755189692197,0.047044986768597426,0.0015515295908065303,0.6667922371237999
OmniAnomaly,SVDB,084_SVDB_id_1_Medical_tr_12973_1st_13073.csv,150.27,0.034499482343553795,0.5251479213488871,0.026196653773671266,0.6172795154653827,0.04289819376026273,0.541156670746634,0.06514962593516202,0.0013321719738867478,0.6688477925893339
OmniAnomaly,SVDB,085_SVDB_id_2_Medical_tr_50000_1st_54982.csv,491.51,0.05613408038169217,0.5241733177960852,0.061850884365152764,0.6206904655207873,0.036478152473428685,0.728740124033642,0.08009219245174293,0.0013031791346015688,0.6805411728915572
OmniAnomaly,SVDB,086_SVDB_id_3_Medical_tr_533_1st_633.csv,49.27,0.08059766970748136,0.4826574137562954,0.11087294904720302,0.5951801969014752,0.06869811148617827,0.8217188021818992,0.2270759750614145,0.0011934866868703205,0.7063749672250718
OmniAnomaly,SVDB,087_SVDB_id_4_Medical_tr_5421_1st_5521.csv,91.89,0.09966998141203212,0.5382539776492736,0.11420515426922903,0.6332675825263544,0.08401874023945861,0.8207740612584903,0.223917869034406,0.0013364959823918992,0.7073522816646862
OmniAnomaly,SVDB,088_SVDB_id_5_Medical_tr_500_1st_168.csv,60.89,0.08988088677367971,0.4469084179918606,0.13624086341998712,0.580256834932731,0.060426467892710944,0.8372433749061406,0.18205246203405412,0.0010370015128571978,0.6673165661702514
OmniAnomaly,SVDB,089_SVDB_id_6_Medical_tr_50000_1st_83083.csv,473.86,0.01672179500400818,0.5599442803672385,0.019280243763175352,0.5985950649108215,0.026066103638828067,0.4943534277079688,0.03783292978208228,0.0033485276184586662,0.6688483672006522
OmniAnomaly,SVDB,091_SVDB_id_8_Medical_tr_500_1st_126.csv,44.46,0.14549561467964042,0.6391347252483122,0.16489756057249572,0.7060355448521042,0.07569755425421977,0.8873951253516569,0.2798917369845563,0.001857406582826676,0.7136070833436327
OmniAnomaly,SVDB,092_SVDB_id_9_Medical_tr_2674_1st_2774.csv,61.42,0.12343105714625452,0.6441166240940287,0.12873881873030377,0.685967165759537,0.10517109434787363,0.8223143303662431,0.26894045289348595,0.004009914853410053,0.7344626575033358
OmniAnomaly,SVDB,093_SVDB_id_10_Medical_tr_500_1st_37.csv,47.5,0.16954154507980285,0.6025037103439156,0.19064181041902747,0.6845904506744385,0.12926233120968064,0.8511528334850759,0.3771947488421336,0.0010318082979413074,0.7362943820083709
OmniAnomaly,SVDB,094_SVDB_id_11_Medical_tr_20100_1st_23611.csv,178.78,0.05224983333498313,0.44136940180109263,0.022198729175319773,0.5573439406515255,0.03581744656268053,0.43498273878020716,0.04808065141527718,0.002923216224350044,0.7740779428751762
OmniAnomaly,SVDB,095_SVDB_id_12_Medical_tr_6264_1st_6364.csv,96.45,0.03131362231869762,0.46961184910402193,0.04287254973970188,0.5665545502828973,0.031386861313868614,0.7125877130173278,0.06665633235157332,0.0014359881054957276,0.6716619635367204
OmniAnomaly,SVDB,096_SVDB_id_13_Medical_tr_500_1st_444.csv,37.32,0.03378696249559798,0.4711026453745638,0.04628547432272609,0.5751778493278021,0.036270939548434085,0.7290468558499105,0.07973102785782893,0.0015566376907228238,0.6661806144665189
OmniAnomaly,SVDB,097_SVDB_id_14_Medical_tr_1031_1st_1131.csv,71.83,0.3375908313571261,0.6644716575710455,0.37736669157705904,0.7471123708272632,0.22535538823803017,0.9531142817944849,0.7392714094983782,0.0011581589464754228,0.866149130640058
OmniAnomaly,SVDB,098_SVDB_id_15_Medical_tr_500_1st_303.csv,47.36,0.11669702405931481,0.5766704851582148,0.13365191122831746,0.6746339494578455,0.07947818460863845,0.8591058578359545,0.3258561326103537,0.0010450353560696637,0.7158667180231545
OmniAnomaly,SVDB,099_SVDB_id_16_Medical_tr_1115_1st_1215.csv,58.02,0.18781199765521817,0.6624865123786683,0.2237784462965605,0.7650205672930175,0.1158981157087397,0.8467601715544222,0.4007921467131066,0.0008665003186122674,0.7383816795024198
OmniAnomaly,SVDB,100_SVDB_id_17_Medical_tr_17803_1st_17903.csv,186.76,0.03546780883925191,0.5262731138763426,0.04809933273125303,0.6161833464798198,0.015004102684327746,0.5175523067495404,0.027356922346236007,0.0024013484758461977,0.6354940704285102
OmniAnomaly,SVDB,101_SVDB_id_18_Medical_tr_1851_1st_1951.csv,63.82,0.1620671167850457,0.6367626023052076,0.1782749499357254,0.7101886749907239,0.10137079857554027,0.905573364827625,0.3822663723325972,0.0017204907610748371,0.7483521159685543
OmniAnomaly,SVDB,102_SVDB_id_19_Medical_tr_50000_1st_107354.csv,483.91,0.1305789227064933,0.6777942529565778,0.1215348101489724,0.6852273249049321,0.07080560018361258,0.8862092953920562,0.26429642321696273,0.01856045772266125,0.726497658845942
OmniAnomaly,SVDB,103_SVDB_id_20_Medical_tr_12167_1st_12267.csv,142.55,0.029559585468891446,0.5308337092558538,0.042019552863660825,0.6283354061813552,0.019422941590429274,0.43774632250902024,0.033307132070671604,0.000872698690503869,0.6649954576839848
OmniAnomaly,SVDB,104_SVDB_id_21_Medical_tr_50000_1st_106634.csv,498.13,0.06443997282805124,0.5961268836211535,0.03929565578743847,0.6535158201231228,0.07228702721809827,0.4861901457321305,0.09948917538311836,0.0023313452779936657,0.7307215067527805
OmniAnomaly,SVDB,105_SVDB_id_22_Medical_tr_500_1st_417.csv,40.31,0.13200983652417264,0.5543897568188147,0.16851670009784445,0.6651099754061237,0.07174729920150305,0.8771198030634574,0.25373754152823896,0.0025028190348268427,0.7208544721738535
OmniAnomaly,SVDB,106_SVDB_id_23_Medical_tr_37500_1st_121963.csv,354.5,0.020399582122299455,0.5932321682774235,0.010043405139253322,0.6161897381528331,0.018093556928508385,0.26166053802980455,0.021041827046445964,0.008858539495413946,0.6664481111451042
OmniAnomaly,SVDB,108_SVDB_id_25_Medical_tr_1238_1st_1338.csv,39.95,0.19527139382447006,0.7480452477292732,0.1918528380723736,0.8000556818911182,0.2066477711929915,0.8060384263494969,0.4149706795446702,0.001907037741994313,0.7665074510363034
OmniAnomaly,SVDB,109_SVDB_id_26_Medical_tr_1038_1st_1138.csv,64.9,0.1143382647641221,0.5139523387152147,0.15846006568818533,0.6373821388540972,0.07010548446732157,0.8489644138885286,0.24787925145895146,0.0010798380479769359,0.6884856460852175
OmniAnomaly,SVDB,110_SVDB_id_27_Medical_tr_30824_1st_30924.csv,320.46,0.036494005430729906,0.5014335579738571,0.05032727719221512,0.5984218659782125,0.03510421564018179,0.7698798135884228,0.08717649348122193,0.0016169423135194885,0.6992525934457821
OmniAnomaly,SVDB,111_SVDB_id_28_Medical_tr_1791_1st_1891.csv,37.95,0.18032947796326831,0.6570401693787105,0.17123509675188883,0.6596246139273575,0.09512018982771071,0.8849343747483694,0.3261023343551046,0.0013129427803821594,0.7217438949995144
OmniAnomaly,SVDB,112_SVDB_id_29_Medical_tr_8226_1st_8326.csv,108.79,0.01076520960168229,0.48398630363973594,0.015189628962605475,0.578701031748078,0.014487079091620987,0.4029603968191481,0.019143707153020283,0.001303515927594865,0.6663012667298926
OmniAnomaly,SVDB,114_SVDB_id_31_Medical_tr_25000_1st_63090.csv,232.15,0.007038582855868554,0.48894489516316614,0.005379948839979954,0.5185477026897156,0.009889470622454915,0.25370086778968864,0.011494252873563204,0.009735370270743697,0.667228523454029
OmniAnomaly,Exathlon,174_Exathlon_id_1_Facility_tr_10766_1st_12590.csv,109.4,0.8974053600388997,0.9950382345573602,0.9085454830938227,0.9952981655612737,0.017471920128365126,0.9888151313994726,0.4434389140271489,0.0699839060363462,0.748034728617079
