model,dataset,filename,runtime_sec,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
PCA,GECCO,173_GECCO_id_1_Sensor_tr_16165_1st_16265.csv,12.97,0.1177069542413641,0.6586661783029363,0.034301467622837555,0.555157538411067,0.13134328358208955,0.18598524762908325,0.07969701959492793,0.0006826192323447463,0.18621419562890879
PCA,PSM,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,225.85,0.17831629537956506,0.64740627635191,0.16884834870787574,0.5065412984218556,0.025883175935641833,0.025883175935641833,0.04993252361673396,0.003165451821799902,0.0741651310945455
PCA,Daphnet,018_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,2.09,0.09581298253287372,0.7302474000658873,0.10847276547591285,0.7293909344844083,0.0,0.0,0.0,0.0,0.059634689399578535
PCA,Genesis,001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,7.32,0.04006568549039218,0.9406889301175015,0.15561355385844042,0.9494082946508249,0.04938271604938271,0.49523809523809526,0.10810810810810784,0.030278293135435997,0.4434411017892428
PCA,SWaT,171_SWaT_id_1_Sensor_tr_3749_1st_9522.csv,154.0,0.2621821143609226,0.72539823344503,0.2859690255834375,0.6714938068286564,0.017241379310344827,0.09995869475423379,0.08810572687224631,0.031959429955714776,0.2127121763803325
PCA,CreditCard,137_CreditCard_id_1_Finance_tr_500_1st_541.csv,40.19,0.0035095143238815197,0.6067210964479024,0.03242233966776513,0.6826933445765423,0.016945733306435343,0.016945733306435343,0.01627118644067773,7.4305265188242165e-06,0.3137737658068911
PCA,GHL,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,115.11,0.00971883714499377,0.46596401570355783,0.00920998384721478,0.3420059669794415,0.0,0.0,0.0,0.0,0.3479210223550695
PCA,GHL,033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,108.74,0.007445170892252163,0.4431042321384363,0.00795864485647949,0.45553625757520716,0.0,0.0,0.0,0.0,0.4852062338491735
PCA,GHL,034_GHL_id_3_Sensor_tr_50000_1st_122001.csv,107.14,0.01001113658233187,0.5600936956228364,0.010630353007790522,0.5728692304867473,0.0,0.0,0.0,0.0,0.21760599476435913
PCA,GHL,035_GHL_id_4_Sensor_tr_50000_1st_90001.csv,102.96,0.0098409459320744,0.3767296239925293,0.011226951348071522,0.3451216684156581,0.0,0.0,0.0,0.0,0.19972207053349014
PCA,GHL,036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,104.17,0.009647315433612082,0.4391122772153088,0.010228829401837341,0.45070168213294165,0.0,0.0,0.0,0.0,0.16535254851075443
PCA,GHL,037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,103.37,0.011596850747922398,0.6358501818308891,0.012372414693048622,0.6467968523001922,0.0,0.0,0.0,0.0,0.37249998302410986
PCA,GHL,038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,100.94,0.006995858236682198,0.42929189586832917,0.007761226282430239,0.4511665218940569,0.0,0.0,0.0,0.0,0.3742886990401144
PCA,GHL,039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,99.27,0.003363596561248271,0.1968542782753807,0.0035294021315736873,0.21340988232511432,0.0,0.0,0.0,0.0,0.6847405542388326
PCA,GHL,041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,101.63,0.0062118336759287235,0.32801152124942146,0.00691260736785388,0.2983584306224284,0.0,0.0,0.0,0.0,0.48232968449421815
PCA,GHL,042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,101.64,0.005783632592303948,0.3866978521628089,0.006036731815009914,0.39804508731474064,0.0,0.0,0.0,0.0,0.546836635579633
PCA,GHL,043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,101.9,0.023291318919879248,0.8969851711973112,0.02516346398449311,0.8973143279002095,0.0,0.0,0.0,0.0,0.6473423231750803
PCA,GHL,044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,101.3,0.01219247721634627,0.5578373484135651,0.011357722439319677,0.42855850175371385,0.0,0.0,0.0,0.0,0.23777133022802854
