Context,Horizon,Label,Source_File,Total_Files_Evaluated,Mean_AUROC,Mean_AUPRC,Mean_VUS-ROC,Mean_VUS-PR
512,128,smd_fwd_c512_h128_interval,smd_fwd_c512_h128_interval.csv,18,0.6985975459284018,0.1943957000066708,0.7179786126161662,0.1862272031514083
512,128,smd_fwd_c512_h128_mse,smd_fwd_c512_h128_mse.csv,18,0.7465767220090785,0.262770906442537,0.7425068534040857,0.22833616153651637
512,128,smd_bwd_c512_h128_mse,smd_bwd_c512_h128_mse.csv,18,0.7615906189176639,0.25274755086760753,0.7884954715633327,0.22687002174948434
512,128,smd_bidir_c512_h128_mse,smd_bidir_c512_h128_mse.csv,18,0.7722672555064546,0.2796023312676757,0.7763317647061059,0.23040056776355047
