Method,Source_File,Total_Files_Evaluated,Mean_AUROC,Mean_AUPRC,Mean_VUS-ROC,Mean_VUS-PR
SMD_RESULTS_MSE,smd_results_mse.csv,18,0.7465146362616228,0.2627457528956873,0.7423555397308547,0.2282544626327923
SMD_RESULTS_INTERVAL,smd_results_interval.csv,18,0.6986369722798764,0.19447779682376617,0.7179789658562954,0.18635086420048938
